timestamp_ms,host_timestamp_ms,adb_latency_ms,voltage_v,current_a,power_w,skin_temp_c,thermal_status,runner_pid,rss_kb,vmhwm_kb,valid_power,error
1785907773252.000,1785907773252.000,74.000,3.962,0.06,0.23772000000000001,46.406,0,30976,20048,21188,True,
1785907773890.000,1785907773890.000,68.000,3.963,0.069,0.27344700000000005,46.421,0,30976,91896,96108,True,
1785907774525.000,1785907774525.000,70.000,3.954,0.081,0.320274,46.428,0,30976,460244,1086328,True,
1785907775166.500,1785907775166.500,77.000,3.937,0.145,0.570865,46.428,0,30976,66916,1086328,True,
1785907775817.500,1785907775817.500,75.000,3.938,0.149,0.586762,46.428,0,30976,66916,1086328,True,
1785907776472.500,1785907776472.500,83.000,3.938,0.052,0.20477599999999999,46.413,0,30976,66916,1086328,True,
1785907777122.000,1785907777122.000,74.000,3.942,0.107,0.421794,46.399,0,30976,66916,1086328,True,
1785907777762.000,1785907777762.000,72.000,3.94,0.108,0.42552,46.384,0,30976,66916,1086328,True,
1785907778406.500,1785907778406.500,67.000,3.938,0.141,0.5552579999999999,46.377,0,30976,66916,1086328,True,
1785907779052.000,1785907779052.000,72.000,3.963,0.042,0.166446,46.362,0,30976,66916,1086328,True,
1785907779698.000,1785907779698.000,74.000,3.963,0.06,0.23778,46.355,0,30976,66916,1086328,True,
1785907780346.000,1785907780346.000,78.000,3.938,0.119,0.468622,46.355,0,30976,66916,1086328,True,
1785907780985.500,1785907780985.500,67.000,3.945,0.139,0.548355,46.362,0,30976,66916,1086328,True,
1785907781629.500,1785907781629.500,77.000,3.939,0.164,0.645996,46.37,0,30976,66916,1086328,True,
1785907782272.500,1785907782272.500,65.000,3.963,0.046,0.182298,46.384,0,30976,41900,1086328,True,
1785907782903.500,1785907782903.500,53.000,3.969,0.025,0.09922500000000001,46.392,0,,,,True,
1785907782992.500,1785907782992.500,45.000,3.968,0.026,0.103168,46.392,0,,,,True,
