timestamp_ms,host_timestamp_ms,adb_latency_ms,voltage_v,current_a,power_w,skin_temp_c,thermal_status,runner_pid,rss_kb,vmhwm_kb,valid_power,error
1785752297009.500,1785752296295.742,134.855,4.068,0.028,0.11390399999999999,51.996,0,17573,11240,11240,True,
1785752297500.000,1785752296791.667,126.256,4.047,0.106,0.428982,51.964,0,17573,1400936,1400936,True,
1785752298192.000,1785752297424.823,392.142,4.057,0.065,0.263705,51.939,0,17573,84876,1885032,True,
1785752298661.000,1785752297876.049,293.941,4.067,0.044,0.178948,51.931,0,17573,116928,1885032,True,
1785752299013.000,1785752298304.739,150.937,4.021,0.168,0.675528,51.923,0,17573,75816,1885032,True,
1785752299625.500,1785752298860.984,262.804,3.973,0.235,0.9336549999999999,51.873,0,17573,76160,1885032,True,
1785752300182.500,1785752299388.915,317.943,3.985,0.224,0.89264,51.841,0,17573,76160,1885032,True,
1785752300665.000,1785752299877.249,293.971,4.053,0.226,0.915978,51.792,0,17573,76156,1885032,True,
1785752301196.500,1785752300394.655,327.853,3.974,0.245,0.97363,51.783,0,17573,76156,1885032,True,
1785752301708.000,1785752300898.954,335.631,3.979,0.218,0.867422,51.767,0,17573,76156,1885032,True,
1785752302060.500,1785752301320.659,178.563,3.98,0.295,1.1741,51.775,0,17573,76384,1885032,True,
1785752302629.500,1785752301860.361,257.649,3.981,0.298,1.186338,51.783,0,17573,76216,1885032,True,
1785752303227.500,1785752302407.676,351.709,4.036,0.113,0.456068,51.792,0,17573,76216,1885032,True,
1785752303865.500,1785752302978.369,492.443,3.978,0.215,0.8552700000000001,51.808,0,17573,76200,1885032,True,
1785752303986.000,1785752303285.250,105.996,3.969,0.225,0.893025,51.8,0,17573,76152,1885032,True,
1785752305191.500,1785752304140.481,815.869,3.974,0.214,0.8504360000000001,51.816,0,17573,76280,1885032,True,
1785752305334.500,1785752304621.209,144.941,3.993,0.237,0.9463409999999999,51.8,0,17573,76280,1885032,True,
1785752306120.000,1785752305270.100,441.821,4.006,0.25,1.0015,51.792,0,17573,76244,1885032,True,
1785752306619.000,1785752305761.990,424.741,3.98,0.248,0.98704,51.759,0,17573,76228,1885032,True,
1785752307131.000,1785752306272.350,444.893,3.992,0.208,0.830336,51.751,0,17573,76092,1885032,True,
1785752307645.000,1785752306777.396,454.427,3.995,0.239,0.954805,51.775,0,17573,75956,1885032,True,
1785752307787.500,1785752307087.142,102.276,4.061,0.079,0.320819,51.775,0,,,,True,
