timestamp_ms,host_timestamp_ms,adb_latency_ms,voltage_v,current_a,power_w,skin_temp_c,thermal_status,runner_pid,rss_kb,vmhwm_kb,valid_power,error
1785754041289.000,1785754040597.571,120.221,3.985,0.027,0.107595,55.281,0,17722,11200,11200,True,
1785754041797.000,1785754041096.831,118.273,3.949,0.107,0.422543,55.354,0,17722,1064640,1064640,True,
1785754042282.000,1785754041630.717,185.469,3.956,0.055,0.21758,55.4,0,17722,84700,1885120,True,
1785754042791.000,1785754042107.840,139.053,3.923,0.076,0.29814799999999997,55.437,0,17722,73788,1885120,True,
1785754043384.500,1785754042641.297,205.167,3.89,0.255,0.99195,55.502,0,17722,74200,1885120,True,
1785754044449.500,1785754043424.868,772.069,3.946,0.096,0.37881600000000004,55.465,0,17722,74200,1885120,True,
1785754044559.000,1785754043866.422,110.127,3.863,0.233,0.9000790000000001,55.465,0,17722,74200,1885120,True,
1785754045175.000,1785754044442.454,261.440,3.879,0.114,0.44220600000000004,55.428,0,17722,74156,1885120,True,
1785754045647.500,1785754044914.105,204.063,3.923,0.073,0.286379,55.419,0,17722,74156,1885120,True,
1785754046151.000,1785754045410.583,196.406,3.875,0.088,0.34099999999999997,55.428,0,17722,74156,1885120,True,
1785754046679.500,1785754045925.928,226.881,3.947,0.071,0.28023699999999996,55.419,0,17722,74156,1885120,True,
1785754047177.500,1785754046432.483,239.363,3.871,0.224,0.867104,55.465,0,17722,74156,1885120,True,
1785754047639.500,1785754046908.914,191.687,3.94,0.185,0.7289,55.483,0,17722,74152,1885120,True,
1785754048095.000,1785754047383.697,140.267,3.882,0.232,0.9006240000000001,55.539,0,17722,74152,1885120,True,
1785754048516.500,1785754047815.413,113.269,3.955,0.041,0.16215500000000002,55.566,0,,,,True,
