timestamp_ms,host_timestamp_ms,adb_latency_ms,voltage_v,current_a,power_w,skin_temp_c,thermal_status,runner_pid,rss_kb,vmhwm_kb,valid_power,error
1785833014664.500,1785833014664.500,59.000,4.036,0.066,0.266376,41.01,0,19568,13048,18028,True,
1785833015282.000,1785833015282.000,48.000,4.027,0.06,0.24162,41.01,0,19568,277172,277172,True,
1785833017392.500,1785833017392.500,43.000,4.026,0.057,0.229482,40.87,0,19568,271464,1028404,True,
1785833017979.000,1785833017979.000,48.000,3.955,0.107,0.423185,40.794,0,19568,35432,1028404,True,
1785833018599.500,1785833018599.500,53.000,4.058,0.026,0.10550799999999999,40.731,0,19568,36072,1028404,True,
1785833019220.000,1785833019220.000,48.000,4.059,0.14,0.5682600000000001,40.674,0,19568,36072,1028404,True,
1785833019841.500,1785833019841.500,63.000,4.041,0.103,0.416223,40.61,0,19568,36072,1028404,True,
1785833020469.500,1785833020469.500,49.000,4.059,0.014,0.056826,40.572,0,19568,36072,1028404,True,
1785833021088.000,1785833021088.000,50.000,4.056,0.017,0.068952,40.566,0,19568,36072,1028404,True,
1785833021705.500,1785833021705.500,53.000,4.01,0.02,0.0802,40.541,0,19568,36072,1028404,True,
1785833022334.500,1785833022334.500,55.000,4.056,0.024,0.097344,40.541,0,19568,36072,1028404,True,
1785833022950.000,1785833022950.000,52.000,4.058,0.009,0.036522,40.541,0,19568,36072,1028404,True,
1785833023572.000,1785833023572.000,48.000,4.014,0.055,0.22077000000000002,40.566,0,19568,36072,1028404,True,
1785833024185.000,1785833024185.000,48.000,4.003,0.156,0.624468,40.572,0,19568,36072,1028404,True,
1785833024800.500,1785833024800.500,43.000,4.056,0.019,0.077064,40.579,0,19568,36072,1028404,True,
1785833025411.000,1785833025411.000,46.000,4.004,0.097,0.38838799999999996,40.604,0,19568,36072,1028404,True,
1785833026028.000,1785833026028.000,52.000,3.999,0.132,0.527868,40.629,0,19568,36072,1028404,True,
1785833026659.000,1785833026659.000,62.000,4.024,0.048,0.19315200000000002,40.642,0,19568,36072,1028404,True,
1785833027286.500,1785833027286.500,51.000,4.05,0.023,0.09315,40.661,0,19568,36072,1028404,True,
1785833027921.500,1785833027921.500,71.000,4.012,0.11,0.44131999999999993,40.674,0,19568,36072,1028404,True,
1785833028552.000,1785833028552.000,46.000,4.014,0.127,0.5097780000000001,40.712,0,19568,36072,1028404,True,
1785833029162.500,1785833029162.500,41.000,4.049,0.021,0.08502900000000001,40.731,0,19568,36072,1028404,True,
1785833029771.500,1785833029771.500,49.000,4.047,0.017,0.068799,40.744,0,19568,36072,1028404,True,
1785833030389.000,1785833030389.000,50.000,4.06,0.019,0.07713999999999999,40.762,0,19568,36072,1028404,True,
1785833031029.500,1785833031029.500,101.000,4.022,0.019,0.076418,40.781,0,19568,36072,1028404,True,
1785833031690.500,1785833031690.500,47.000,4.009,0.103,0.412927,40.807,0,19568,36072,1028404,True,
1785833032317.500,1785833032317.500,65.000,4.054,0.021,0.08513400000000002,40.826,0,19568,36072,1028404,True,
1785833032950.000,1785833032950.000,52.000,4.054,0.013,0.052702,40.838,0,19568,36072,1028404,True,
1785833033585.500,1785833033585.500,65.000,4.02,0.113,0.45425999999999994,40.857,0,19568,36072,1028404,True,
1785833034215.500,1785833034215.500,53.000,4.047,0.019,0.07689299999999999,40.889,0,19568,36072,1028404,True,
1785833034842.500,1785833034842.500,53.000,4.023,0.129,0.518967,40.895,0,19568,36072,1028404,True,
1785833035434.000,1785833035434.000,38.000,4.038,0.02,0.08076000000000001,40.895,0,,,,True,
1785833035518.500,1785833035518.500,41.000,4.065,0.016,0.06504000000000001,40.914,0,,,,True,
