timestamp_ms,host_timestamp_ms,adb_latency_ms,voltage_v,current_a,power_w,skin_temp_c,thermal_status,runner_pid,rss_kb,vmhwm_kb,valid_power,error
1785827145677.500,1785827145038.923,238.465,4.159,0.019,0.079021,44.686,0,22607,8780,11860,True,
1785827146158.000,1785827145547.930,255.958,4.149,0.054,0.224046,44.686,0,22607,68892,79688,True,
1785827146671.000,1785827146034.825,229.488,4.136,0.047,0.194392,44.693,0,22607,426144,426144,True,
1785827147182.500,1785827146540.247,239.452,4.142,0.053,0.219526,44.679,0,22607,420656,1027104,True,
1785827147599.000,1785827147000.572,159.629,4.146,0.037,0.15340199999999998,44.679,0,22607,34012,1027104,True,
1785827148356.000,1785827147632.831,423.061,4.149,0.083,0.34436700000000003,44.672,0,22607,34652,1027104,True,
1785827148633.000,1785827148022.000,201.055,4.122,0.089,0.36685799999999996,44.672,0,22607,34652,1027104,True,
1785827149179.000,1785827148546.581,249.749,4.131,0.084,0.34700400000000003,44.658,0,22607,34652,1027104,True,
1785827149669.500,1785827149038.538,233.441,4.127,0.1,0.4127,44.644,0,22607,34652,1027104,True,
1785827150221.000,1785827149560.912,277.792,4.145,0.024,0.09947999999999999,44.651,0,22607,18252,1027104,True,
1785827150431.500,1785827149833.310,175.170,4.142,0.069,0.28579800000000005,44.658,0,,,,True,
