timestamp_ms,host_timestamp_ms,adb_latency_ms,voltage_v,current_a,power_w,skin_temp_c,thermal_status,runner_pid,rss_kb,vmhwm_kb,valid_power,error
1785818305486.500,1785818304847.194,221.062,3.822,0.044,0.16816799999999998,46.675,0,12074,9520,11704,True,
1785818306189.000,1785818305450.316,426.717,3.816,0.074,0.28238399999999997,46.69,0,12074,70740,79400,True,
1785818306688.000,1785818305949.423,424.164,3.819,0.052,0.198588,46.682,0,12074,29212,79400,True,
1785818306907.500,1785818306311.680,148.012,3.811,0.062,0.236282,46.675,0,12074,624156,624156,True,
1785818308131.500,1785818307170.959,866.166,3.815,0.074,0.28231,46.631,0,12074,229688,1027356,True,
1785818308280.500,1785818307677.971,147.348,3.822,0.044,0.16816799999999998,46.617,0,12074,180132,1027356,True,
1785818308979.000,1785818308281.195,353.076,3.783,0.151,0.571233,46.552,0,12074,35076,1027356,True,
1785818309291.500,1785818308684.708,159.794,3.801,0.085,0.323085,46.523,0,12074,35204,1027356,True,
1785818309818.500,1785818309196.922,183.780,3.796,0.151,0.5731959999999999,46.472,0,12074,35204,1027356,True,
1785818310313.500,1785818309698.048,185.614,3.792,0.105,0.39815999999999996,46.45,0,12074,35204,1027356,True,
1785818310839.500,1785818310212.527,213.740,3.797,0.107,0.406279,46.413,0,12074,35204,1027356,True,
1785818311341.000,1785818310709.335,206.969,3.792,0.158,0.599136,46.384,0,12074,35204,1027356,True,
1785818311858.000,1785818311220.254,228.306,3.789,0.146,0.553194,46.362,0,12074,35204,1027356,True,
1785818312374.000,1785818311729.971,247.200,3.795,0.081,0.30739500000000003,46.341,0,12074,35204,1027356,True,
1785818312885.500,1785818312232.327,251.410,3.788,0.118,0.44698399999999994,46.333,0,12074,35204,1027356,True,
1785818313404.000,1785818312741.497,269.200,3.795,0.122,0.46298999999999996,46.362,0,12074,35204,1027356,True,
1785818313821.000,1785818313199.739,184.804,3.815,0.119,0.45398499999999997,46.348,0,12074,35204,1027356,True,
1785818314321.500,1785818313701.383,187.129,3.8,0.027,0.1026,46.37,0,12074,35204,1027356,True,
1785818314828.500,1785818314203.749,191.527,3.796,0.124,0.47070399999999996,46.37,0,12074,35204,1027356,True,
1785818315339.000,1785818314708.573,200.499,3.794,0.158,0.599452,46.392,0,12074,35204,1027356,True,
1785818315877.500,1785818315228.731,240.459,3.795,0.13,0.49335,46.406,0,12074,35204,1027356,True,
1785818316303.500,1785818315697.790,178.074,3.788,0.15,0.5681999999999999,46.399,0,12074,35204,1027356,True,
1785818316876.500,1785818316229.162,240.287,3.794,0.16,0.60704,46.428,0,12074,35204,1027356,True,
1785818317316.000,1785818316699.105,179.645,3.793,0.149,0.565157,46.428,0,12074,35204,1027356,True,
1785818317618.500,1785818317016.529,136.915,3.819,0.03,0.11456999999999999,46.458,0,,,,True,
