timestamp_ms,host_timestamp_ms,adb_latency_ms,voltage_v,current_a,power_w,skin_temp_c,thermal_status,runner_pid,rss_kb,vmhwm_kb,valid_power,error
1785748841651.500,1785748840924.960,160.400,4.22,0.031,0.13082,39.478,0,13248,11356,11356,True,
1785748842126.000,1785748841406.280,122.495,4.182,0.178,0.7443960000000001,39.522,0,13248,1530588,1530588,True,
1785748842803.000,1785748841994.395,298.026,4.217,0.048,0.20241599999999998,39.566,0,13248,102324,1885020,True,
1785748843129.500,1785748842406.320,121.481,4.181,0.07,0.29267000000000004,39.591,0,13248,73248,1885020,True,
1785748843797.000,1785748843013.777,335.689,4.179,0.159,0.6644610000000001,39.622,0,13248,73772,1885020,True,
1785748844137.000,1785748843410.960,129.777,4.122,0.197,0.812034,39.64,0,13248,73604,1885020,True,
1785748844728.000,1785748843959.458,226.198,4.121,0.201,0.8283210000000001,39.647,0,13248,73604,1885020,True,
1785748845240.500,1785748844469.881,246.614,4.147,0.206,0.854282,39.647,0,13248,73604,1885020,True,
1785748845844.500,1785748845016.118,338.554,4.123,0.262,1.0802260000000001,39.659,0,13248,73604,1885020,True,
1785748846361.500,1785748845523.883,353.466,4.115,0.069,0.28393500000000005,39.678,0,13248,73604,1885020,True,
1785748846634.500,1785748845923.410,152.027,4.173,0.067,0.27959100000000003,39.696,0,13248,73604,1885020,True,
1785748847175.000,1785748846436.255,177.411,4.135,0.234,0.9675900000000001,39.746,0,13248,73604,1885020,True,
1785748847680.000,1785748846937.850,179.881,4.128,0.246,1.015488,39.796,0,13248,73604,1885020,True,
1785748848109.000,1785748847393.253,119.945,4.213,0.082,0.345466,39.82,0,,,,True,
