timestamp_ms,host_timestamp_ms,adb_latency_ms,voltage_v,current_a,power_w,skin_temp_c,thermal_status,runner_pid,rss_kb,vmhwm_kb,valid_power,error
1785853102592.500,1785853102592.500,51.000,4.37,0.007,0.030590000000000003,34.424,0,9498,12060,18172,True,
1785853103196.000,1785853103196.000,48.000,4.324,0.082,0.354568,34.412,0,9498,474988,474988,True,
1785853103798.000,1785853103798.000,48.000,4.357,0.028,0.12199600000000001,34.418,0,9498,33072,1028076,True,
1785853108178.500,1785853108178.500,59.000,4.259,0.132,0.562188,34.048,0,9498,35576,1028076,True,
1785853108852.500,1785853108852.500,63.000,4.358,0.009,0.03922199999999999,33.961,0,9498,36216,1028076,True,
1785853109480.500,1785853109480.500,51.000,4.311,0.115,0.495765,33.89,0,9498,36216,1028076,True,
1785853110106.000,1785853110106.000,54.000,4.329,0.016,0.06926399999999999,33.867,0,9498,36216,1028076,True,
1785853110733.500,1785853110733.500,61.000,4.361,0.007,0.030527,33.849,0,9498,36216,1028076,True,
1785853111336.000,1785853111336.000,44.000,4.322,0.067,0.289574,33.861,0,,,,True,
1785853111407.000,1785853111407.000,38.000,4.322,0.08,0.34576,33.879,0,,,,True,
