test_id,step,device_serial,prompt_tokens,generated_tokens,runner_returncode,model_load_ms,ttft_ms,prefill_latency_ms,decode_latency_ms,inference_ms,bfcl_call_latency_ms,prefill_token_per_sec,decode_token_per_sec,energy_j,average_power_w,energy_per_token_j,edp_j_s,signed_net_battery_energy_j,signed_average_battery_power_w,external_powered_start,external_powered_end,power_sources_start,power_sources_end,battery_status_start,battery_status_end,start_voltage_v,end_voltage_v,start_current_a,end_current_a,start_power_w,end_power_w,start_skin_temp_c,end_skin_temp_c,max_skin_temp_c,peak_rss_mb,peak_vmhwm_mb,memory_use_mb,telemetry_sample_count,power_sample_count,energy_measurement_status,telemetry_path,runner_log_path,output_path
simple_python_0,0,192.168.110.76:5555,238,27,0,1377,255,255,1673,1928,4016.1041270039277,933.333,16.1387,0.49875117012150383,0.25868836624559327,0.018472265560055698,0.9615922559942593,0.49875117012150383,0.25868836624559327,False,False,,,3,3,4.264465625,4.2683384223918575,0.05440625,0.011608990670059372,0.23201358291015625,0.049551100922203016,28.902609375,28.93945122985581,28.93945122985581,66.8203125,1062.125,1062.125,8,8,measured_signed_battery_energy,/home/lyyyy/pace/results/redmi/bfcl_qwen2.5-3b_w4a16-block16_balanced/qnn_phone_artifacts/Qwen_Qwen2.5-3B-Instruct-QNN-FC/simple_python_0/step_00/telemetry.csv,/home/lyyyy/pace/results/redmi/bfcl_qwen2.5-3b_w4a16-block16_balanced/qnn_phone_artifacts/Qwen_Qwen2.5-3B-Instruct-QNN-FC/simple_python_0/step_00/runner.log,/home/lyyyy/pace/results/redmi/bfcl_qwen2.5-3b_w4a16-block16_balanced/qnn_phone_artifacts/Qwen_Qwen2.5-3B-Instruct-QNN-FC/simple_python_0/step_00/generated_text.txt
simple_python_1,0,192.168.110.76:5555,175,20,0,1205,257,257,1237,1494,3287.3466999881202,680.934,16.1681,0.3737408087056223,0.25016118387257186,0.018687040435281115,0.5583687682061997,0.3737408087056223,0.25016118387257186,False,False,,,3,3,4.249046511627907,4.258895497026338,0.0845968992248062,0.05442650807136788,0.35945615954570037,0.23179681014401632,29.10439534883721,29.236347493627868,29.236347493627868,92.46484375,1061.83203125,1061.83203125,7,7,measured_signed_battery_energy,/home/lyyyy/pace/results/redmi/bfcl_qwen2.5-3b_w4a16-block16_balanced/qnn_phone_artifacts/Qwen_Qwen2.5-3B-Instruct-QNN-FC/simple_python_1/step_00/telemetry.csv,/home/lyyyy/pace/results/redmi/bfcl_qwen2.5-3b_w4a16-block16_balanced/qnn_phone_artifacts/Qwen_Qwen2.5-3B-Instruct-QNN-FC/simple_python_1/step_00/runner.log,/home/lyyyy/pace/results/redmi/bfcl_qwen2.5-3b_w4a16-block16_balanced/qnn_phone_artifacts/Qwen_Qwen2.5-3B-Instruct-QNN-FC/simple_python_1/step_00/generated_text.txt
simple_python_2,0,192.168.110.76:5555,262,27,0,1244,381,381,1625,2006,3867.100561998086,687.664,16.6154,0.7809872850966658,0.3893256655516779,0.028925455003580215,1.5666604939039117,0.7809872850966658,0.3893256655516779,False,False,,,3,3,4.257576988155669,4.251859215017065,0.052036379018612515,0.08891723549488054,0.2215488898565911,0.3780635671127503,29.495142131979694,29.685601535836177,29.685601535836177,67.05078125,1062.43359375,1062.43359375,8,8,measured_signed_battery_energy,/home/lyyyy/pace/results/redmi/bfcl_qwen2.5-3b_w4a16-block16_balanced/qnn_phone_artifacts/Qwen_Qwen2.5-3B-Instruct-QNN-FC/simple_python_2/step_00/telemetry.csv,/home/lyyyy/pace/results/redmi/bfcl_qwen2.5-3b_w4a16-block16_balanced/qnn_phone_artifacts/Qwen_Qwen2.5-3B-Instruct-QNN-FC/simple_python_2/step_00/runner.log,/home/lyyyy/pace/results/redmi/bfcl_qwen2.5-3b_w4a16-block16_balanced/qnn_phone_artifacts/Qwen_Qwen2.5-3B-Instruct-QNN-FC/simple_python_2/step_00/generated_text.txt
simple_python_3,0,192.168.110.76:5555,236,35,0,1227,257,257,2096,2353,4566.318708006293,918.288,16.6985,1.0335988062201635,0.4392685109307962,0.029531394463433242,2.4320579910360447,1.0335988062201635,0.4392685109307962,False,False,,,3,3,4.232103181427343,4.2571192893401015,0.11773688736027516,0.062444162436548226,0.4982746555687732,0.26583224841531605,29.936711092003442,30.142149746192892,30.142149746192892,92.58203125,1061.984375,1061.984375,9,9,measured_signed_battery_energy,/home/lyyyy/pace/results/redmi/bfcl_qwen2.5-3b_w4a16-block16_balanced/qnn_phone_artifacts/Qwen_Qwen2.5-3B-Instruct-QNN-FC/simple_python_3/step_00/telemetry.csv,/home/lyyyy/pace/results/redmi/bfcl_qwen2.5-3b_w4a16-block16_balanced/qnn_phone_artifacts/Qwen_Qwen2.5-3B-Instruct-QNN-FC/simple_python_3/step_00/runner.log,/home/lyyyy/pace/results/redmi/bfcl_qwen2.5-3b_w4a16-block16_balanced/qnn_phone_artifacts/Qwen_Qwen2.5-3B-Instruct-QNN-FC/simple_python_3/step_00/generated_text.txt
simple_python_4,0,192.168.110.76:5555,225,34,0,1232,256,256,2049,2305,3930.362579994835,878.906,16.5935,0.9481881242158048,0.4113614421760541,0.0278878860063472,2.1855736263174297,0.9481881242158048,0.4113614421760541,False,False,,,3,3,4.251967309304275,4.241120263591434,0.07409807208717518,0.10945799011532126,0.3150625801971405,0.4642244998900798,30.387466051969824,30.52186820428336,30.52186820428336,93.125,1062.57421875,1062.57421875,8,8,measured_signed_battery_energy,/home/lyyyy/pace/results/redmi/bfcl_qwen2.5-3b_w4a16-block16_balanced/qnn_phone_artifacts/Qwen_Qwen2.5-3B-Instruct-QNN-FC/simple_python_4/step_00/telemetry.csv,/home/lyyyy/pace/results/redmi/bfcl_qwen2.5-3b_w4a16-block16_balanced/qnn_phone_artifacts/Qwen_Qwen2.5-3B-Instruct-QNN-FC/simple_python_4/step_00/runner.log,/home/lyyyy/pace/results/redmi/bfcl_qwen2.5-3b_w4a16-block16_balanced/qnn_phone_artifacts/Qwen_Qwen2.5-3B-Instruct-QNN-FC/simple_python_4/step_00/generated_text.txt
simple_python_5,0,192.168.110.76:5555,326,33,0,1241,385,385,2023,2408,4468.183983000927,846.753,16.3124,1.1280809845756705,0.4684721696742818,0.0341842722598688,2.716419010858215,1.1280809845756705,0.4684721696742818,False,False,,,3,3,4.254966101694915,4.236154430379747,0.05631186440677966,0.11317721518987342,0.2396050741740879,0.47943616154462426,30.65412881355932,30.793979746835443,30.793979746835443,93.3828125,1062.6875,1062.6875,9,9,measured_signed_battery_energy,/home/lyyyy/pace/results/redmi/bfcl_qwen2.5-3b_w4a16-block16_balanced/qnn_phone_artifacts/Qwen_Qwen2.5-3B-Instruct-QNN-FC/simple_python_5/step_00/telemetry.csv,/home/lyyyy/pace/results/redmi/bfcl_qwen2.5-3b_w4a16-block16_balanced/qnn_phone_artifacts/Qwen_Qwen2.5-3B-Instruct-QNN-FC/simple_python_5/step_00/runner.log,/home/lyyyy/pace/results/redmi/bfcl_qwen2.5-3b_w4a16-block16_balanced/qnn_phone_artifacts/Qwen_Qwen2.5-3B-Instruct-QNN-FC/simple_python_5/step_00/generated_text.txt
simple_python_6,0,192.168.110.76:5555,230,32,0,1237,257,257,1932,2189,3875.7527400011895,894.942,16.5631,0.913108083061436,0.41713480267767744,0.028534627595669874,1.9987935938214834,0.913108083061436,0.41713480267767744,False,False,,,3,3,4.256995755517827,4.259160272804774,0.048013582342954164,0.04394799658994032,0.20439361624116156,0.1871815611452335,30.977971137521223,31.05557118499574,31.05557118499574,92.796875,1062.01953125,1062.01953125,8,8,measured_signed_battery_energy,/home/lyyyy/pace/results/redmi/bfcl_qwen2.5-3b_w4a16-block16_balanced/qnn_phone_artifacts/Qwen_Qwen2.5-3B-Instruct-QNN-FC/simple_python_6/step_00/telemetry.csv,/home/lyyyy/pace/results/redmi/bfcl_qwen2.5-3b_w4a16-block16_balanced/qnn_phone_artifacts/Qwen_Qwen2.5-3B-Instruct-QNN-FC/simple_python_6/step_00/runner.log,/home/lyyyy/pace/results/redmi/bfcl_qwen2.5-3b_w4a16-block16_balanced/qnn_phone_artifacts/Qwen_Qwen2.5-3B-Instruct-QNN-FC/simple_python_6/step_00/generated_text.txt
simple_python_7,0,192.168.110.76:5555,214,29,0,1224,258,258,1737,1995,3889.8952619929332,829.457,16.6955,0.5990137473986173,0.30025751749304125,0.02065564646202129,1.1950324260602414,0.5990137473986173,0.30025751749304125,False,False,,,3,3,4.249953059513831,4.260947412353923,0.10264794635373009,0.01549582637729549,0.43624895365884675,0.0660269013046229,31.14480050293378,31.228321368948247,31.228321368948247,92.3984375,1061.63671875,1061.63671875,8,8,measured_signed_battery_energy,/home/lyyyy/pace/results/redmi/bfcl_qwen2.5-3b_w4a16-block16_balanced/qnn_phone_artifacts/Qwen_Qwen2.5-3B-Instruct-QNN-FC/simple_python_7/step_00/telemetry.csv,/home/lyyyy/pace/results/redmi/bfcl_qwen2.5-3b_w4a16-block16_balanced/qnn_phone_artifacts/Qwen_Qwen2.5-3B-Instruct-QNN-FC/simple_python_7/step_00/runner.log,/home/lyyyy/pace/results/redmi/bfcl_qwen2.5-3b_w4a16-block16_balanced/qnn_phone_artifacts/Qwen_Qwen2.5-3B-Instruct-QNN-FC/simple_python_7/step_00/generated_text.txt
simple_python_8,0,192.168.110.76:5555,208,21,0,1227,254,254,1275,1529,3258.66480798868,818.898,16.4706,0.5373724208461279,0.35145351265279784,0.025589162897434663,0.8216424314737295,0.5373724208461279,0.35145351265279784,False,False,,,3,3,4.259731666666666,4.262877104377105,0.04761833333333333,0.05655218855218855,0.20284132241388886,0.24107502978154158,31.350198333333335,31.392323232323232,31.392323232323232,92.875,1062.01953125,1062.01953125,7,7,measured_signed_battery_energy,/home/lyyyy/pace/results/redmi/bfcl_qwen2.5-3b_w4a16-block16_balanced/qnn_phone_artifacts/Qwen_Qwen2.5-3B-Instruct-QNN-FC/simple_python_8/step_00/telemetry.csv,/home/lyyyy/pace/results/redmi/bfcl_qwen2.5-3b_w4a16-block16_balanced/qnn_phone_artifacts/Qwen_Qwen2.5-3B-Instruct-QNN-FC/simple_python_8/step_00/runner.log,/home/lyyyy/pace/results/redmi/bfcl_qwen2.5-3b_w4a16-block16_balanced/qnn_phone_artifacts/Qwen_Qwen2.5-3B-Instruct-QNN-FC/simple_python_8/step_00/generated_text.txt
simple_python_9,0,192.168.110.76:5555,208,21,0,1189,253,253,1271,1524,3274.322124008904,822.134,16.5224,0.7101215318817271,0.4659590104210808,0.033815311041987005,1.0822252145877522,0.7101215318817271,0.4659590104210808,False,False,,,3,3,4.236564735945485,4.251832191780822,0.11974105621805792,0.061980308219178076,0.50729073621829,0.2635298697427988,31.471261499148213,31.49638441780822,31.499,93.05078125,1062.47265625,1062.47265625,7,7,measured_signed_battery_energy,/home/lyyyy/pace/results/redmi/bfcl_qwen2.5-3b_w4a16-block16_balanced/qnn_phone_artifacts/Qwen_Qwen2.5-3B-Instruct-QNN-FC/simple_python_9/step_00/telemetry.csv,/home/lyyyy/pace/results/redmi/bfcl_qwen2.5-3b_w4a16-block16_balanced/qnn_phone_artifacts/Qwen_Qwen2.5-3B-Instruct-QNN-FC/simple_python_9/step_00/runner.log,/home/lyyyy/pace/results/redmi/bfcl_qwen2.5-3b_w4a16-block16_balanced/qnn_phone_artifacts/Qwen_Qwen2.5-3B-Instruct-QNN-FC/simple_python_9/step_00/generated_text.txt
