timestamp_ms,host_timestamp_ms,adb_latency_ms,voltage_v,current_a,power_w,skin_temp_c,thermal_status,runner_pid,rss_kb,vmhwm_kb,valid_power,error
1785833408789.500,1785833408789.500,43.000,4.191,0.094,0.39395399999999997,39.478,0,25471,20240,21908,True,
1785833409380.500,1785833409380.500,47.000,4.192,0.092,0.385664,39.503,0,25471,245488,1087216,True,
1785833409972.000,1785833409972.000,42.000,4.199,0.066,0.277134,39.509,0,25471,94296,1087216,True,
1785833410568.500,1785833410568.500,47.000,4.198,0.046,0.193108,39.522,0,25471,95088,1087216,True,
1785833411173.000,1785833411173.000,50.000,4.201,0.119,0.49991899999999995,39.522,0,25471,95088,1087216,True,
1785833411772.000,1785833411772.000,50.000,4.194,0.083,0.348102,39.528,0,25471,95088,1087216,True,
1785833412367.500,1785833412367.500,45.000,4.187,0.113,0.473131,39.541,0,25471,95088,1087216,True,
1785833412959.000,1785833412959.000,46.000,4.211,0.032,0.134752,39.547,0,25471,42480,1087216,True,
1785833413566.000,1785833413566.000,38.000,4.217,0.008,0.033735999999999995,39.553,0,,,,True,
1785833413623.500,1785833413623.500,31.000,4.218,0.005,0.02109,39.559,0,,,,True,
