timestamp_ms,host_timestamp_ms,adb_latency_ms,voltage_v,current_a,power_w,skin_temp_c,thermal_status,runner_pid,rss_kb,vmhwm_kb,valid_power,error
1785816915692.000,1785816915053.724,221.478,3.897,0.057,0.222129,46.195,0,25428,8680,11760,True,
1785816916223.000,1785816915566.235,246.106,3.913,0.018,0.070434,46.202,0,25428,65396,79716,True,
1785816916639.500,1785816916026.896,167.103,3.887,0.052,0.202124,46.209,0,25428,343736,343736,True,
1785816917145.000,1785816916526.987,166.747,3.89,0.018,0.07002,46.238,0,25428,362304,1026872,True,
1785816917666.500,1785816917039.639,191.560,3.886,0.249,0.967614,46.216,0,25428,33796,1026872,True,
1785816918188.000,1785816917550.529,212.951,3.87,0.1,0.387,46.224,0,25428,34436,1026872,True,
1785816918703.500,1785816918062.699,236.531,3.867,0.114,0.440838,46.209,0,25428,34436,1026872,True,
1785816919416.000,1785816918663.091,436.564,3.865,0.093,0.359445,46.18,0,25428,34436,1026872,True,
1785816919643.000,1785816919029.166,168.185,3.876,0.129,0.500004,46.158,0,25428,34436,1026872,True,
1785816920236.500,1785816919577.409,264.054,3.882,0.112,0.434784,46.15,0,25428,34436,1026872,True,
1785816920758.000,1785816920086.589,281.727,3.886,0.105,0.40803,46.15,0,25428,34436,1026872,True,
1785816921178.000,1785816920545.568,198.916,3.874,0.097,0.375778,46.143,0,25428,34436,1026872,True,
1785816921666.500,1785816921041.248,189.722,3.889,0.15,0.5833499999999999,46.129,0,25428,34436,1026872,True,
1785816922150.000,1785816921533.078,172.568,3.88,0.039,0.15131999999999998,46.129,0,25428,34436,1026872,True,
1785816922703.000,1785816922059.931,225.808,3.873,0.123,0.476379,46.129,0,25428,34436,1026872,True,
1785816923204.000,1785816922563.390,231.909,3.872,0.129,0.499488,46.15,0,25428,34436,1026872,True,
1785816923713.000,1785816923064.213,232.646,3.864,0.125,0.483,46.15,0,25428,34436,1026872,True,
1785816924238.500,1785816923578.327,260.434,3.869,0.109,0.421721,46.136,0,25428,34436,1026872,True,
1785816924651.000,1785816924033.149,169.586,3.866,0.128,0.494848,46.173,0,25428,34436,1026872,True,
1785816925254.500,1785816924586.871,276.270,3.89,0.116,0.45124000000000003,46.187,0,25428,34436,1026872,True,
1785816925650.500,1785816925032.678,167.369,3.864,0.104,0.401856,46.195,0,25428,34436,1026872,True,
1785816926161.000,1785816925538.322,177.980,3.869,0.124,0.479756,46.195,0,25428,34436,1026872,True,
1785816926460.000,1785816925847.642,146.882,3.887,0.073,0.283751,46.209,0,,,,True,
