timestamp_ms,host_timestamp_ms,adb_latency_ms,voltage_v,current_a,power_w,skin_temp_c,thermal_status,runner_pid,rss_kb,vmhwm_kb,valid_power,error
1785900327219.000,1785900327219.000,42.000,4.218,0.019,0.08014199999999999,39.634,0,11889,14012,17724,True,
1785900327908.000,1785900327908.000,46.000,4.19,0.064,0.26816,39.647,0,11889,949996,949996,True,
1785900328503.500,1785900328503.500,45.000,4.216,0.019,0.08010400000000001,39.653,0,11889,734872,1026796,True,
1785900329100.000,1785900329100.000,42.000,4.138,0.108,0.44690399999999997,39.665,0,11889,34192,1026796,True,
1785900329698.500,1785900329698.500,47.000,4.168,0.073,0.304264,39.671,0,11889,34832,1026796,True,
1785900330300.500,1785900330300.500,53.000,4.173,0.114,0.47572200000000003,39.671,0,11889,34832,1026796,True,
1785900330900.000,1785900330900.000,42.000,4.19,0.088,0.36872,39.671,0,11889,34832,1026796,True,
1785900331501.000,1785900331501.000,44.000,4.168,0.112,0.466816,39.678,0,11889,34832,1026796,True,
1785900332100.500,1785900332100.500,43.000,4.191,0.023,0.09639299999999999,39.69,0,11889,21948,1026796,True,
1785900332697.000,1785900332697.000,34.000,4.216,0.017,0.07167200000000001,39.702,0,,,,True,
1785900332755.000,1785900332755.000,34.000,4.206,0.012,0.050472,39.715,0,,,,True,
