timestamp_ms,host_timestamp_ms,adb_latency_ms,voltage_v,current_a,power_w,skin_temp_c,thermal_status,runner_pid,rss_kb,vmhwm_kb,valid_power,error
1785837933654.000,1785837933654.000,56.000,4.02,0.067,0.26933999999999997,42.745,0,13329,19968,21316,True,
1785837934260.000,1785837934260.000,58.000,4.016,0.066,0.265056,42.758,0,13329,483488,483488,True,
1785837934870.500,1785837934870.500,55.000,4.012,0.076,0.30491199999999996,42.752,0,13329,676608,1086784,True,
1785837935483.000,1785837935483.000,64.000,4.0,0.131,0.524,42.752,0,13329,67532,1086784,True,
1785837936097.000,1785837936097.000,58.000,4.009,0.089,0.35680100000000003,42.739,0,13329,67532,1086784,True,
1785837936710.000,1785837936710.000,58.000,4.003,0.124,0.49637200000000004,42.732,0,13329,67532,1086784,True,
1785837937319.000,1785837937319.000,54.000,4.003,0.043,0.172129,42.725,0,13329,67532,1086784,True,
1785837937925.500,1785837937925.500,57.000,4.008,0.1,0.40080000000000005,42.712,0,13329,67532,1086784,True,
1785837938534.000,1785837938534.000,58.000,4.009,0.107,0.42896300000000004,42.706,0,13329,67532,1086784,True,
1785837939144.000,1785837939144.000,54.000,3.999,0.149,0.595851,42.692,0,13329,67532,1086784,True,
1785837939751.000,1785837939751.000,56.000,4.005,0.11,0.44055,42.692,0,13329,67532,1086784,True,
1785837940359.500,1785837940359.500,55.000,4.016,0.053,0.21284799999999998,42.686,0,13329,67532,1086784,True,
1785837940968.500,1785837940968.500,55.000,4.006,0.104,0.416624,42.699,0,13329,67532,1086784,True,
1785837941575.500,1785837941575.500,55.000,4.002,0.131,0.524262,42.699,0,13329,67532,1086784,True,
1785837942184.500,1785837942184.500,57.000,4.019,0.022,0.088418,42.699,0,13329,67532,1086784,True,
1785837942792.000,1785837942792.000,52.000,4.027,0.013,0.052351,42.706,0,13329,60144,1086784,True,
1785837943391.000,1785837943391.000,40.000,4.03,0.016,0.06448000000000001,42.706,0,,,,True,
1785837943462.000,1785837943462.000,44.000,4.033,0.01,0.040330000000000005,42.712,0,,,,True,
