timestamp_ms,host_timestamp_ms,adb_latency_ms,voltage_v,current_a,power_w,skin_temp_c,thermal_status,runner_pid,rss_kb,vmhwm_kb,valid_power,error
1785834119355.500,1785834119355.500,47.000,4.024,0.018,0.072432,43.241,0,17999,11620,12268,True,
1785834121455.500,1785834121455.500,41.000,3.994,0.044,0.175736,43.097,0,17999,27016,79964,True,
1785834123484.500,1785834123484.500,45.000,3.989,0.067,0.26726300000000003,42.804,0,17999,1027352,1028488,True,
1785834124187.000,1785834124187.000,224.000,4.0,0.043,0.172,42.706,0,17999,736200,1028488,True,
1785834124904.000,1785834124904.000,78.000,4.02,0.022,0.08843999999999999,42.633,0,17999,36036,1028488,True,
1785834125542.000,1785834125542.000,54.000,3.978,0.08,0.31824,42.587,0,17999,36036,1028488,True,
1785834126164.000,1785834126164.000,52.000,3.976,0.166,0.660016,42.534,0,17999,36036,1028488,True,
1785834126797.000,1785834126797.000,82.000,3.979,0.156,0.620724,42.514,0,17999,36036,1028488,True,
1785834127430.000,1785834127430.000,46.000,3.986,0.111,0.442446,42.494,0,17999,36036,1028488,True,
1785834128043.000,1785834128043.000,48.000,3.975,0.071,0.282225,42.48,0,17999,36036,1028488,True,
1785834128677.500,1785834128677.500,73.000,4.026,0.013,0.052337999999999996,42.487,0,17999,36036,1028488,True,
1785834129307.500,1785834129307.500,55.000,4.028,0.026,0.10472799999999999,42.507,0,17999,36036,1028488,True,
1785834129928.500,1785834129928.500,55.000,3.997,0.016,0.063952,42.514,0,17999,36036,1028488,True,
1785834130544.500,1785834130544.500,49.000,3.975,0.073,0.29017499999999996,42.54,0,17999,36036,1028488,True,
1785834131150.500,1785834131150.500,41.000,4.026,0.019,0.07649399999999999,42.547,0,17999,36036,1028488,True,
1785834131766.500,1785834131766.500,51.000,4.025,0.011,0.044275,42.58,0,17999,36036,1028488,True,
1785834132409.500,1785834132409.500,87.000,4.013,0.024,0.096312,42.6,0,17999,36036,1028488,True,
1785834133064.000,1785834133064.000,54.000,3.984,0.105,0.41831999999999997,42.62,0,17999,36036,1028488,True,
1785834133686.500,1785834133686.500,53.000,4.001,0.028,0.11202800000000002,42.64,0,17999,36036,1028488,True,
1785834134319.000,1785834134319.000,66.000,4.032,0.024,0.096768,42.659,0,17999,36036,1028488,True,
1785834134961.000,1785834134961.000,64.000,4.028,0.007,0.028196,42.673,0,17999,36036,1028488,True,
1785834135589.000,1785834135589.000,48.000,4.017,0.022,0.08837400000000001,42.706,0,17999,36036,1028488,True,
1785834136200.500,1785834136200.500,43.000,3.99,0.146,0.58254,42.732,0,17999,36036,1028488,True,
1785834136822.500,1785834136822.500,53.000,3.97,0.073,0.28981,42.758,0,17999,36036,1028488,True,
1785834137444.500,1785834137444.500,49.000,4.031,0.013,0.05240299999999999,42.785,0,17999,36036,1028488,True,
1785834138076.500,1785834138076.500,57.000,3.975,0.011,0.043725,42.804,0,17999,36036,1028488,True,
1785834138691.500,1785834138691.500,47.000,4.002,0.02,0.08004,42.831,0,17999,36036,1028488,True,
1785834139307.500,1785834139307.500,49.000,4.008,0.016,0.064128,42.851,0,17999,36036,1028488,True,
1785834139934.000,1785834139934.000,42.000,3.973,0.084,0.33373200000000003,42.87,0,17999,36036,1028488,True,
1785834140567.500,1785834140567.500,85.000,3.977,0.08,0.31816,42.89,0,17999,36036,1028488,True,
1785834141225.500,1785834141225.500,81.000,3.975,0.096,0.3816,42.916,0,17999,36036,1028488,True,
1785834141868.000,1785834141868.000,40.000,4.02,0.028,0.11256,42.916,0,,,,True,
1785834141930.500,1785834141930.500,29.000,4.003,0.023,0.092069,42.91,0,,,,True,
