timestamp_ms,host_timestamp_ms,adb_latency_ms,voltage_v,current_a,power_w,skin_temp_c,thermal_status,runner_pid,rss_kb,vmhwm_kb,valid_power,error
1785826316705.500,1785826316084.258,230.044,4.195,0.025,0.10487500000000001,44.885,0,22949,8624,11576,True,
1785826317327.000,1785826316648.992,358.744,4.186,0.042,0.175812,44.899,0,22949,66044,79228,True,
1785826317761.000,1785826317114.791,289.791,4.165,0.073,0.304045,44.879,0,22949,822896,822896,True,
1785826318147.500,1785826317556.485,172.739,4.179,0.044,0.183876,44.879,0,22949,202500,1026416,True,
1785826318670.000,1785826318068.995,197.269,4.182,0.026,0.10873200000000001,44.865,0,22949,33720,1026416,True,
1785826319205.500,1785826318590.966,240.758,4.155,0.088,0.36564,44.879,0,22949,34360,1026416,True,
1785826319668.000,1785826319070.884,199.924,4.16,0.12,0.4992,44.879,0,22949,34360,1026416,True,
1785826320325.500,1785826319649.840,357.118,4.155,0.146,0.60663,44.837,0,22949,34360,1026416,True,
1785826320668.000,1785826320074.137,205.217,4.189,0.124,0.519436,44.837,0,22949,34360,1026416,True,
1785826321252.500,1785826320612.442,280.894,4.16,0.108,0.44928,44.83,0,22949,34360,1026416,True,
1785826321762.000,1785826321114.083,283.597,4.159,0.076,0.316084,44.824,0,22949,34360,1026416,True,
1785826322186.000,1785826321583.087,220.955,4.162,0.126,0.524412,44.817,0,22949,34360,1026416,True,
1785826322676.500,1785826322075.366,204.977,4.185,0.117,0.489645,44.817,0,22949,34360,1026416,True,
1785826323304.500,1785826322641.981,337.539,4.182,0.135,0.5645700000000001,44.83,0,22949,34360,1026416,True,
1785826323657.000,1785826323067.493,188.000,4.165,0.114,0.47481,44.83,0,22949,34360,1026416,True,
1785826324131.500,1785826323549.643,151.480,4.167,0.072,0.30002399999999996,44.844,0,,,,True,
1785826324332.000,1785826323731.567,211.478,4.187,0.035,0.14654500000000004,44.837,0,,,,True,
