timestamp_ms,host_timestamp_ms,adb_latency_ms,voltage_v,current_a,power_w,skin_temp_c,thermal_status,runner_pid,rss_kb,vmhwm_kb,valid_power,error
1785837393885.500,1785837393885.500,51.000,4.045,0.057,0.230565,42.633,0,25456,18576,21396,True,
1785837394493.500,1785837394493.500,53.000,4.042,0.082,0.331444,42.653,0,25456,270820,270820,True,
1785837395101.500,1785837395101.500,51.000,4.04,0.076,0.30704,42.653,0,25456,493808,1086216,True,
1785837395717.500,1785837395717.500,71.000,4.038,0.078,0.314964,42.659,0,25456,67200,1086216,True,
1785837396334.500,1785837396334.500,53.000,4.026,0.092,0.370392,42.666,0,25456,67200,1086216,True,
1785837396940.500,1785837396940.500,55.000,4.03,0.107,0.43121000000000004,42.659,0,25456,67200,1086216,True,
1785837397549.500,1785837397549.500,55.000,4.031,0.122,0.49178199999999994,42.653,0,25456,67200,1086216,True,
1785837398156.000,1785837398156.000,56.000,4.032,0.101,0.40723200000000004,42.653,0,25456,67200,1086216,True,
1785837398765.500,1785837398765.500,55.000,4.034,0.095,0.38322999999999996,42.653,0,25456,67200,1086216,True,
1785837399375.000,1785837399375.000,58.000,4.038,0.112,0.45225600000000005,42.653,0,25456,67200,1086216,True,
1785837399981.000,1785837399981.000,56.000,4.024,0.125,0.503,42.653,0,25456,67200,1086216,True,
1785837400588.500,1785837400588.500,55.000,4.029,0.058,0.233682,42.653,0,25456,67200,1086216,True,
1785837401196.000,1785837401196.000,58.000,4.029,0.122,0.491538,42.653,0,25456,67200,1086216,True,
1785837401806.000,1785837401806.000,54.000,4.026,0.125,0.50325,42.653,0,25456,67200,1086216,True,
1785837402414.000,1785837402414.000,56.000,4.027,0.092,0.370484,42.666,0,25456,67200,1086216,True,
1785837403015.000,1785837403015.000,56.000,4.043,0.08,0.32344,42.679,0,25456,40768,1086216,True,
1785837403624.500,1785837403624.500,39.000,4.058,0.008,0.032464,42.679,0,,,,True,
1785837403700.000,1785837403700.000,46.000,4.056,0.019,0.077064,42.679,0,,,,True,
