timestamp_ms,host_timestamp_ms,adb_latency_ms,voltage_v,current_a,power_w,skin_temp_c,thermal_status,runner_pid,rss_kb,vmhwm_kb,valid_power,error
1785834011901.000,1785834011901.000,42.000,4.188,0.049,0.205212,39.888,0,17857,16188,21440,True,
1785834012480.500,1785834012480.500,41.000,4.185,0.051,0.21343499999999996,39.901,0,17857,85728,96400,True,
1785834013065.500,1785834013065.500,45.000,4.177,0.095,0.396815,39.907,0,17857,287880,1086396,True,
1785834013663.500,1785834013663.500,51.000,4.189,0.068,0.28485200000000005,39.919,0,17857,66672,1086396,True,
1785834014266.500,1785834014266.500,55.000,4.165,0.091,0.379015,39.919,0,17857,67400,1086396,True,
1785834014872.000,1785834014872.000,54.000,4.188,0.031,0.129828,39.919,0,17857,67400,1086396,True,
1785834015472.000,1785834015472.000,52.000,4.168,0.098,0.40846400000000005,39.907,0,17857,67400,1086396,True,
1785834016072.000,1785834016072.000,54.000,4.164,0.101,0.420564,39.907,0,17857,67400,1086396,True,
1785834016675.000,1785834016675.000,46.000,4.171,0.11,0.45881000000000005,39.901,0,17857,67400,1086396,True,
1785834017274.500,1785834017274.500,59.000,4.163,0.123,0.512049,39.907,0,17857,67400,1086396,True,
1785834017872.500,1785834017872.500,51.000,4.176,0.07,0.29232,39.913,0,17857,,,True,
1785834017941.000,1785834017941.000,34.000,4.186,0.048,0.200928,39.913,0,,,,True,
