timestamp_ms,host_timestamp_ms,adb_latency_ms,voltage_v,current_a,power_w,skin_temp_c,thermal_status,runner_pid,rss_kb,vmhwm_kb,valid_power,error
1785834004675.000,1785834004675.000,42.000,4.192,0.046,0.192832,39.833,0,17657,16416,21796,True,
1785834005259.000,1785834005259.000,52.000,4.189,0.04,0.16756000000000001,39.833,0,17657,87240,96960,True,
1785834005857.000,1785834005857.000,42.000,4.177,0.086,0.35922199999999993,39.833,0,17657,197188,1087176,True,
1785834006505.500,1785834006505.500,61.000,4.146,0.12,0.49751999999999996,39.826,0,17657,67328,1087176,True,
1785834007114.000,1785834007114.000,52.000,4.162,0.064,0.266368,39.833,0,17657,67896,1087176,True,
1785834007718.500,1785834007718.500,47.000,4.171,0.105,0.43795500000000004,39.833,0,17657,67896,1087176,True,
1785834008316.000,1785834008316.000,46.000,4.168,0.113,0.470984,39.826,0,17657,67896,1087176,True,
1785834008910.500,1785834008910.500,51.000,4.171,0.103,0.429613,39.833,0,17657,67896,1087176,True,
1785834009509.500,1785834009509.500,51.000,4.162,0.088,0.36625599999999997,39.833,0,17657,67896,1087176,True,
1785834010115.500,1785834010115.500,53.000,4.174,0.081,0.33809400000000006,39.845,0,17657,67896,1087176,True,
1785834010714.500,1785834010714.500,37.000,4.192,0.018,0.075456,39.857,0,,,,True,
1785834010773.500,1785834010773.500,31.000,4.199,0.009,0.037791,39.857,0,,,,True,
