timestamp_ms,host_timestamp_ms,adb_latency_ms,voltage_v,current_a,power_w,skin_temp_c,thermal_status,runner_pid,rss_kb,vmhwm_kb,valid_power,error
1785837361423.000,1785837361423.000,46.000,3.879,0.02,0.07758,43.884,0,9497,12044,18092,True,
1785837362041.000,1785837362041.000,48.000,3.871,0.076,0.294196,43.897,0,9497,274508,274508,True,
1785837362630.500,1785837362630.500,49.000,3.88,0.022,0.08535999999999999,43.904,0,9497,85464,1028172,True,
1785837363253.500,1785837363253.500,49.000,3.9,0.007,0.0273,43.904,0,9497,35928,1028172,True,
1785837363876.000,1785837363876.000,48.000,3.851,0.092,0.354292,43.904,0,9497,35928,1028172,True,
1785837364489.500,1785837364489.500,49.000,3.88,0.022,0.08535999999999999,43.884,0,9497,35928,1028172,True,
1785837365137.000,1785837365137.000,104.000,3.865,0.01,0.038650000000000004,43.87,0,9497,35928,1028172,True,
1785837365795.500,1785837365795.500,47.000,3.889,0.02,0.07778,43.837,0,9497,35928,1028172,True,
1785837366416.000,1785837366416.000,60.000,3.851,0.11,0.42361,43.823,0,9497,35928,1028172,True,
1785837367049.500,1785837367049.500,51.000,3.845,0.147,0.565215,43.81,0,9497,35928,1028172,True,
1785837367673.000,1785837367673.000,50.000,3.851,0.124,0.477524,43.803,0,9497,35928,1028172,True,
1785837368296.500,1785837368296.500,55.000,3.853,0.134,0.516302,43.796,0,9497,35928,1028172,True,
1785837368924.500,1785837368924.500,61.000,3.899,0.01,0.038990000000000004,43.803,0,9497,35928,1028172,True,
1785837369547.000,1785837369547.000,52.000,3.875,0.016,0.062,43.823,0,9497,35928,1028172,True,
1785837370165.500,1785837370165.500,49.000,3.85,0.09,0.3465,43.817,0,9497,35928,1028172,True,
1785837370779.500,1785837370779.500,51.000,3.9,0.017,0.0663,43.81,0,9497,35928,1028172,True,
1785837371419.000,1785837371419.000,60.000,3.888,0.029,0.112752,43.817,0,9497,35928,1028172,True,
1785837372044.500,1785837372044.500,55.000,3.847,0.094,0.361618,43.83,0,9497,35928,1028172,True,
1785837372655.500,1785837372655.500,41.000,3.895,0.028,0.10906,43.837,0,9497,35928,1028172,True,
1785837373263.500,1785837373263.500,41.000,3.895,0.018,0.07010999999999999,43.844,0,9497,35928,1028172,True,
1785837373875.000,1785837373875.000,46.000,3.852,0.142,0.5469839999999999,43.864,0,9497,35928,1028172,True,
1785837374495.000,1785837374495.000,58.000,3.86,0.086,0.33196,43.864,0,9497,35928,1028172,True,
1785837375114.500,1785837375114.500,49.000,3.849,0.142,0.546558,43.87,0,9497,35928,1028172,True,
1785837375745.000,1785837375745.000,72.000,3.853,0.026,0.100178,43.877,0,9497,35928,1028172,True,
1785837376366.500,1785837376366.500,43.000,3.897,0.016,0.062352,43.897,0,9497,35928,1028172,True,
1785837376980.500,1785837376980.500,45.000,3.871,0.113,0.437423,43.897,0,9497,35928,1028172,True,
1785837377624.000,1785837377624.000,54.000,3.848,0.103,0.396344,43.904,0,9497,35928,1028172,True,
1785837378254.500,1785837378254.500,63.000,3.896,0.012,0.046752,43.931,0,9497,35928,1028172,True,
1785837378894.500,1785837378894.500,55.000,3.892,0.014,0.054488,43.931,0,9497,35928,1028172,True,
1785837379508.000,1785837379508.000,52.000,3.855,0.084,0.32382,43.938,0,9497,35928,1028172,True,
1785837380117.000,1785837380117.000,48.000,3.906,0.004,0.015624,43.938,0,9497,35928,1028172,True,
1785837380729.000,1785837380729.000,36.000,3.908,0.01,0.03908,43.938,0,,,,True,
1785837380793.500,1785837380793.500,41.000,3.902,0.012,0.046824000000000005,43.951,0,,,,True,
