timestamp_ms,host_timestamp_ms,adb_latency_ms,voltage_v,current_a,power_w,skin_temp_c,thermal_status,runner_pid,rss_kb,vmhwm_kb,valid_power,error
1785811815309.000,1785811814651.004,205.256,4.129,0.017,0.07019299999999999,41.09,0,28067,8316,8704,True,
1785811815845.000,1785811815172.105,246.777,4.118,0.017,0.07000600000000001,41.083,0,28067,28632,79372,True,
1785811816345.000,1785811815676.170,254.508,4.114,0.024,0.098736,41.109,0,28067,30416,1026392,True,
1785811816862.500,1785811816180.315,262.405,4.109,0.077,0.316393,41.109,0,28067,33572,1026392,True,
1785811817392.000,1785811816703.296,307.636,4.079,0.038,0.15500199999999997,41.129,0,28067,34340,1026392,True,
1785811817784.000,1785811817141.905,184.284,4.083,0.134,0.5471220000000001,41.136,0,28067,34340,1026392,True,
1785811818307.000,1785811817658.815,217.570,4.083,0.073,0.298059,41.136,0,28067,34340,1026392,True,
1785811818841.000,1785811818172.317,244.153,4.088,0.147,0.600936,41.122,0,28067,34340,1026392,True,
1785811819333.000,1785811818669.206,237.418,4.086,0.114,0.46580400000000005,41.116,0,28067,34340,1026392,True,
1785811819855.000,1785811819182.228,262.993,4.091,0.104,0.425464,41.09,0,28067,34340,1026392,True,
1785811820265.500,1785811819635.211,168.513,4.085,0.084,0.34314,41.096,0,28067,34340,1026392,True,
1785811820882.000,1785811820199.386,296.385,4.097,0.084,0.34414800000000006,41.09,0,28067,34340,1026392,True,
1785811821288.500,1785811820646.664,190.645,4.089,0.086,0.351654,41.063,0,28067,34340,1026392,True,
1785811821802.500,1785811821156.190,209.123,4.086,0.109,0.44537400000000005,41.076,0,28067,34340,1026392,True,
1785811822414.500,1785811821712.473,320.919,4.078,0.022,0.089716,41.083,0,28067,34340,1026392,True,
1785811822838.500,1785811822172.917,241.405,4.09,0.079,0.32311,41.076,0,28067,34340,1026392,True,
1785811823306.500,1785811822666.773,228.549,4.088,0.121,0.494648,41.07,0,28067,34340,1026392,True,
1785811823784.500,1785811823146.594,187.717,4.094,0.089,0.364366,41.083,0,28067,34340,1026392,True,
1785811824365.000,1785811823686.191,266.641,4.093,0.124,0.507532,41.09,0,28067,34340,1026392,True,
1785811824877.000,1785811824193.390,280.540,4.079,0.131,0.534349,41.096,0,28067,34340,1026392,True,
1785811825296.500,1785811824654.789,202.972,4.092,0.088,0.36009599999999997,41.103,0,28067,34340,1026392,True,
1785811825666.500,1785811825039.843,155.870,4.118,0.013,0.053534000000000005,41.096,0,,,,True,
