timestamp_ms,host_timestamp_ms,adb_latency_ms,voltage_v,current_a,power_w,skin_temp_c,thermal_status,runner_pid,rss_kb,vmhwm_kb,valid_power,error
1785908632072.000,1785908632072.000,78.000,3.929,0.057,0.22395299999999999,47.719,0,27133,21544,21544,True,
1785908632704.000,1785908632704.000,60.000,3.935,0.033,0.129855,47.734,0,27133,111808,111808,True,
1785908633333.500,1785908633333.500,61.000,3.926,0.074,0.290524,47.741,0,27133,480172,1086792,True,
1785908633967.500,1785908633967.500,73.000,3.908,0.122,0.476776,47.734,0,27133,67524,1086792,True,
1785908634612.000,1785908634612.000,72.000,3.907,0.139,0.543073,47.734,0,27133,67524,1086792,True,
1785908635257.500,1785908635257.500,71.000,3.911,0.13,0.50843,47.719,0,27133,67524,1086792,True,
1785908635904.500,1785908635904.500,69.000,3.906,0.117,0.457002,47.712,0,27133,67524,1086792,True,
1785908636541.500,1785908636541.500,69.000,3.912,0.114,0.44596800000000003,47.69,0,27133,67524,1086792,True,
1785908637186.000,1785908637186.000,70.000,3.906,0.135,0.5273100000000001,47.69,0,27133,67524,1086792,True,
1785908637827.000,1785908637827.000,72.000,3.903,0.138,0.538614,47.682,0,27133,67524,1086792,True,
1785908638478.000,1785908638478.000,80.000,3.91,0.146,0.57086,47.682,0,27133,67524,1086792,True,
1785908639116.500,1785908639116.500,69.000,3.907,0.133,0.5196310000000001,47.682,0,27133,67524,1086792,True,
1785908639757.500,1785908639757.500,81.000,3.912,0.117,0.457704,47.682,0,27133,67524,1086792,True,
1785908640412.000,1785908640412.000,82.000,3.92,0.136,0.53312,47.69,0,27133,67524,1086792,True,
1785908641054.000,1785908641054.000,64.000,3.912,0.112,0.438144,47.704,0,27133,42296,1086792,True,
1785908641683.000,1785908641683.000,58.000,3.937,0.027,0.10629899999999999,47.704,0,,,,True,
1785908641778.500,1785908641778.500,49.000,3.936,0.032,0.125952,47.712,0,,,,True,
