timestamp_ms,host_timestamp_ms,adb_latency_ms,voltage_v,current_a,power_w,skin_temp_c,thermal_status,runner_pid,rss_kb,vmhwm_kb,valid_power,error
1785834545827.000,1785834545827.000,54.000,3.981,0.108,0.429948,43.227,0,29274,12092,18156,True,
1785834546451.000,1785834546451.000,46.000,4.021,0.038,0.152798,43.213,0,29274,272776,272776,True,
1785834547065.500,1785834547065.500,51.000,3.969,0.067,0.265923,43.206,0,29274,246356,1028104,True,
1785834547702.000,1785834547702.000,72.000,3.956,0.149,0.589444,43.206,0,29274,35940,1028104,True,
1785834548378.000,1785834548378.000,54.000,4.007,0.03,0.12020999999999998,43.2,0,29274,35940,1028104,True,
1785834549002.000,1785834549002.000,46.000,4.01,0.02,0.0802,43.206,0,29274,35940,1028104,True,
1785834549651.500,1785834549651.500,107.000,3.962,0.046,0.182252,43.179,0,29274,35940,1028104,True,
1785834550302.000,1785834550302.000,52.000,3.962,0.096,0.380352,43.172,0,29274,35940,1028104,True,
1785834550913.500,1785834550913.500,47.000,3.963,0.094,0.372522,43.186,0,29274,35940,1028104,True,
1785834551521.500,1785834551521.500,47.000,4.015,0.01,0.04015,43.179,0,29274,35940,1028104,True,
1785834552139.000,1785834552139.000,54.000,3.952,0.106,0.418912,43.193,0,29274,35940,1028104,True,
1785834552759.500,1785834552759.500,49.000,3.983,0.141,0.561603,43.2,0,29274,35940,1028104,True,
1785834553382.000,1785834553382.000,54.000,4.008,0.013,0.052104,43.206,0,29274,35940,1028104,True,
1785834554022.500,1785834554022.500,49.000,3.968,0.164,0.650752,43.22,0,29274,35940,1028104,True,
1785834554625.500,1785834554625.500,39.000,3.957,0.12,0.47484,43.234,0,29274,35940,1028104,True,
1785834555230.000,1785834555230.000,42.000,3.962,0.024,0.095088,43.255,0,29274,35940,1028104,True,
1785834555849.500,1785834555849.500,55.000,4.01,0.013,0.052129999999999996,43.268,0,29274,35940,1028104,True,
1785834556472.000,1785834556472.000,46.000,3.956,0.13,0.51428,43.296,0,29274,35940,1028104,True,
1785834557094.500,1785834557094.500,47.000,3.963,0.107,0.424041,43.302,0,29274,35940,1028104,True,
1785834557707.000,1785834557707.000,60.000,3.997,0.026,0.10392199999999999,43.316,0,29274,35940,1028104,True,
1785834558329.000,1785834558329.000,50.000,4.014,0.132,0.5298480000000001,43.336,0,29274,35940,1028104,True,
1785834558944.500,1785834558944.500,47.000,3.958,0.122,0.482876,43.343,0,29274,35940,1028104,True,
1785834559567.000,1785834559567.000,56.000,3.992,0.013,0.051896,43.384,0,29274,35940,1028104,True,
1785834560225.000,1785834560225.000,72.000,3.963,0.104,0.41215199999999996,43.384,0,29274,35940,1028104,True,
1785834560856.000,1785834560856.000,54.000,3.963,0.082,0.32496600000000003,43.39,0,29274,35940,1028104,True,
1785834561484.500,1785834561484.500,57.000,3.986,0.016,0.063776,43.418,0,29274,35940,1028104,True,
1785834562097.500,1785834562097.500,45.000,4.016,0.008,0.032128000000000004,43.425,0,29274,35940,1028104,True,
1785834562721.000,1785834562721.000,66.000,3.996,0.026,0.10389599999999999,43.438,0,29274,35940,1028104,True,
1785834563364.500,1785834563364.500,83.000,3.967,0.072,0.285624,43.465,0,29274,35940,1028104,True,
1785834563989.000,1785834563989.000,50.000,3.954,0.119,0.470526,43.465,0,29274,35940,1028104,True,
1785834564595.500,1785834564595.500,41.000,3.959,0.096,0.380064,43.486,0,29274,35940,1028104,True,
1785834565228.500,1785834565228.500,75.000,4.018,0.015,0.06027,43.5,0,,,,True,
1785834565307.500,1785834565307.500,29.000,4.012,0.019,0.07622799999999999,43.506,0,,,,True,
