timestamp_ms,host_timestamp_ms,adb_latency_ms,voltage_v,current_a,power_w,skin_temp_c,thermal_status,runner_pid,rss_kb,vmhwm_kb,valid_power,error
1785907145307.500,1785907145307.500,75.000,3.986,0.061,0.243146,45.043,0,12539,21288,21504,True,
1785907145946.000,1785907145946.000,66.000,3.987,0.058,0.231246,45.057,0,12539,165436,165436,True,
1785907146575.500,1785907146575.500,67.000,3.984,0.063,0.250992,45.064,0,12539,234608,1086396,True,
1785907147209.000,1785907147209.000,70.000,3.961,0.14,0.55454,45.079,0,12539,67480,1086396,True,
1785907147846.000,1785907147846.000,68.000,3.963,0.14,0.5548200000000001,45.071,0,12539,67480,1086396,True,
1785907148496.000,1785907148496.000,82.000,3.966,0.135,0.53541,45.057,0,12539,67480,1086396,True,
1785907149134.500,1785907149134.500,67.000,3.97,0.118,0.46846,45.043,0,12539,67480,1086396,True,
1785907149778.500,1785907149778.500,81.000,3.963,0.134,0.531042,45.036,0,12539,67480,1086396,True,
1785907150421.000,1785907150421.000,62.000,3.969,0.114,0.452466,45.022,0,12539,67920,1086396,True,
1785907151052.000,1785907151052.000,48.000,3.994,0.028,0.11183200000000001,45.016,0,,,,True,
1785907151140.000,1785907151140.000,50.000,3.993,0.04,0.15972,45.016,0,,,,True,
